FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
248;165.857;420.366;298.318;39.1201;78.2577;
249;166.102;419.95;298.856;38.8448;76.5277;
250;166.379;419.724;298.949;39.1061;77.0442;
251;166.302;419.627;299.725;39.4698;76.9686;
252;166.572;419.606;299.904;39.6342;77.9066;
253;167.159;419.667;300.52;40.2405;77.7823;
254;166.992;419.368;301.271;40.2349;78.2099;
255;167.125;419.003;301.826;40.3073;77.2466;
256;167.848;418.634;302.585;40.5485;77.7614;
257;167.519;418.531;303.506;41.1595;76.1955;
258;167.591;418.429;304.058;40.9095;76.6288;
259;167.965;418.137;304.86;40.6988;76.2347;
260;168.82;418.304;305.856;41.1786;75.324;
261;169.127;418.394;307.241;40.832;75.9598;
262;169.713;418.69;308.863;41.2598;77.4437;
263;168.81;421.259;316.845;41.0585;76.0597;
264;171.978;420.963;321.314;41.8379;75.7414;
265;173.418;420.466;323.547;42.9714;76.4121;
266;172.878;419.68;324.267;42.7524;76.4783;
267;172.557;419.041;324.979;43.1083;75.8646;
268;173.61;418.902;326.535;43.4274;76.1515;
269;173.356;418.795;327.19;43.2977;75.3603;
270;173.576;418.282;327.9;43.4847;74.5596;
271;174.72;417.899;328.445;43.7121;74.7153;
272;174.178;417.72;328.516;44.0156;75.8417;
273;174.371;417.503;328.745;44.183;75.5564;
274;174.564;417.468;328.882;44.2521;76.1585;
275;174.717;416.912;329.255;44.3269;76.0207;
276;174.841;416.711;329.273;45.173;76.6095;
277;174.602;416.487;329.491;45.4442;76.7434;
278;174.871;416.06;329.942;45.3589;76.0697;
279;175.196;416.009;330.267;45.0869;76.6011;
280;175.462;415.687;330.58;45.3734;77.2592;
281;175.759;415.595;331.39;45.7793;77.3605;
282;175.814;415.21;331.689;45.8599;76.7098;
283;176.136;414.783;332.274;45.9024;77.1022;
284;175.712;414.49;332.647;46.8053;77.9899;
285;176.049;414.335;333.369;46.5787;77.6354;
286;176.067;414.107;333.826;46.9913;78.2334;
287;176.422;414.168;334.433;46.7226;78.6314;
288;176.139;413.711;334.716;47.1528;78.3641;
289;176.544;413.715;334.995;47.3022;78.8599;
290;176.362;413.582;335.277;47.5821;79.5089;
291;176.132;413.176;335.56;48.3358;79.3393;
292;176.409;412.924;336.042;48.2238;79.3745;
293;176.617;412.672;336.05;49.0518;79.9431;
294;176.455;412.04;336.208;49.0404;79.9633;
295;176.978;411.643;336.927;49.0353;79.6578;
296;176.59;411.444;336.749;49.7588;80.2927;
297;176.479;410.962;337.254;49.7283;80.5183;
298;175.991;410.585;337.351;49.9507;80.5295;
299;176.433;410.273;337.754;49.8922;81.1636;
300;176.085;409.722;337.814;50.4266;81.402;
301;175.839;409.354;337.654;51.0314;81.8207;
302;176.222;409.117;337.936;51.4354;81.8215;
303;176.359;408.776;337.727;51.0347;82.2194;
304;176.06;408.319;337.719;51.5531;82.636;
305;176.45;407.845;337.616;52.3733;83.8872;
306;176.854;407.023;338.003;52.4741;83.8278;
307;176.163;406.318;337.585;52.1633;84.5457;
308;176.192;406.034;337.434;52.731;84.5246;
309;175.422;405.428;336.853;53.5548;84.8475;
310;174.848;404.655;336.472;53.5275;85.5253;
311;174.678;403.018;334.285;53.2816;86.2088;
312;172.419;399.68;329.847;54.4758;86.9717;
313;171.877;398.995;327.159;54.6441;86.2945;
314;172.123;398.845;326.582;54.8319;86.0811;
315;172.035;397.896;325.628;55.3128;86.9977;
316;170.912;397.159;324.676;55.1668;86.1895;
317;170.987;396.59;323.657;55.7077;87.0532;
318;170.976;395.971;322.618;55.9946;87.5859;
319;170.275;395.628;322.168;56.1092;88.3761;
320;170.328;394.745;321.677;56.7511;88.7838;
321;170.588;394.733;320.952;57.0698;89.705;
322;170.59;394.163;320.474;57.5255;90.1409;
323;171.144;393.922;320.003;57.5323;90.3132;
324;170.471;393.072;319.236;57.5532;90.8817;
325;170.951;392.603;318.542;57.2779;91.2375;
326;170.785;391.896;318.162;57.7478;91.6812;
327;170.857;391.263;317.351;57.9692;91.9537;
328;170.678;389.917;317.308;58.3478;92.3433;
329;170.112;388.934;316.672;59.6553;91.909;
330;169.808;387.703;316.736;60.023;92.0493;
331;168.575;386.642;316.471;60.9657;92.0165;
332;168.163;385.629;316.118;61.3533;91.9114;
333;167.33;384.448;315.636;62.2771;91.9063;
334;167.509;383.46;315.044;63.0112;92.1037;
335;167.328;382.392;315.061;63.552;92.1607;
336;168.022;381.323;314.612;64.1223;93.3486;
337;168.506;379.774;312.687;64.8589;92.4724;
338;168.35;378.492;311.162;65.8731;93.0046;
339;168.196;376.925;309.542;65.4601;93.4818;
340;166.994;376.079;308.965;65.7907;93.4851;
341;166.431;374.986;308.614;65.9586;92.9355;
342;166.296;373.902;307.341;66.1459;92.4231;
343;166.086;372.56;306.394;66.9501;93.2327;
344;165.046;371.439;305.094;67.6714;93.2132;
345;164.04;369.888;304.16;67.2919;93.8905;
346;163.349;368.553;303.41;68.0307;93.8215;
347;162.898;367.148;302.411;68.6551;94.7717;
348;161.997;365.476;302.051;68.4467;94.9892;
349;162.172;363.628;301.177;68.2622;95.155;
350;162.295;361.374;299.771;68.0508;95.5858;
351;161.659;359.884;298.519;68.518;95.8588;
352;161.929;358.531;297.435;69.1848;94.9011;
353;161.586;357.236;296.378;70.586;95.2409;
354;161.236;355.079;295.115;72.0812;96.4639;
355;160.961;353.476;294.059;72.4463;96.7789;
356;161.468;351.197;293.071;72.6912;96.873;
357;161.434;347.564;290.783;72.5535;96.9562;
358;160.944;345.513;289.727;73.0709;97.0734;
359;159.704;343.813;289.021;74.0744;96.5806;
360;159.583;341.976;287.749;74.2995;96.8825;
361;159.776;339.878;286.791;74.909;97.0604;
362;159.217;337.778;285.975;75.528;97.1336;
363;158.882;335.736;285.158;76.5507;96.7166;
364;157.975;333.715;283.889;77.0043;95.8001;
365;156.719;331.414;282.815;77.2976;96.6259;
366;155.155;327.048;280.703;78.5135;98.54;
367;155.159;325.012;279.344;79.2407;98.8733;
368;155.728;322.527;278.942;79.8069;99.1195;
369;153.094;320.33;278.476;80.3645;99.3245;
370;153.261;316.44;277.7;81.24;99.8806;
371;150.419;307.479;276.662;83.4791;99.3733;
372;149.007;301.618;274.454;84.3375;98.6654;
373;149.234;299.306;273.392;84.242;98.1886;
374;146.035;297.402;272.325;85.1349;98.2743;
375;144.832;294.63;271.459;86.2392;97.753;
376;143.371;292.277;270.682;86.7914;97.9644;
377;141.593;290.223;270.33;87.1175;98.8152;
378;140.722;288.05;269.863;88.1654;98.8984;
379;142.018;285.993;269.344;88.5829;99.0152;
380;140.367;283.623;268.847;89.0353;98.3449;
381;140.361;281.398;268.14;89.3841;98.9314;
382;142.647;279.59;267.554;89.9751;99.2116;
383;143.661;277.723;266.769;89.6148;99.5703;
384;142.59;275.877;266.152;89.9456;99.6003;
385;138.75;273.815;265.021;89.8728;99.9693;
386;131.783;269.923;263.24;89.9695;101.628;
387;129.811;267.883;262.46;90.0674;102.479;
388;129.738;265.729;261.887;90.5179;102.023;
389;133.314;263.279;261.652;90.8541;101.838;
390;135.296;261.403;261.095;91.5324;101.828;
391;130.812;259.327;260.471;92.2411;101.582;
392;130.815;257.549;259.891;92.5241;101.123;
393;130.857;255.435;259.12;92.496;101.067;
394;131.204;253.509;258.424;92.8204;101.871;
395;127.749;251.714;257.514;92.7678;102.314;
396;127.561;249.744;257.017;92.7375;102.566;
397;122.234;247.487;256.476;93.6535;103.597;
398;118.861;245.418;256.141;93.841;103.703;
399;119.796;243.841;255.769;93.8622;103.375;
400;117.175;241.93;255.026;94.0759;103.231;
401;114.547;240.242;254.59;94.483;103.562;
402;113.481;238.474;254.372;95.5163;103.771;
403;112.599;236.312;254.049;96.0297;104.374;
404;111.635;234.281;253.551;96.0918;104.322;
405;112.671;230.102;253.72;95.8915;105.241;
406;107.597;223.865;252.652;95.9166;105.68;
407;106.4;221.577;252.397;96.5288;106.176;
408;106.535;220.171;252.314;97.2504;106.015;
409;105.262;218.74;251.981;97.5322;106.237;
410;104.867;216.307;251.796;97.8467;106.163;
411;104.084;215.017;251.467;98.4539;106.206;
412;102.033;213.924;251.305;98.3674;106.642;
413;101.938;212.68;251.25;98.7582;107.501;
414;99.2301;211.444;250.993;98.8719;107.902;
415;97.2092;210.425;250.726;99.1208;108.274;
416;96.0997;209.477;250.277;98.9964;108.599;
417;96.5226;208.13;250.042;99.293;108.298;
418;96.9454;207.325;249.732;99.1442;108.421;
419;97.3067;206.329;249.617;99.1129;108.797;
420;98.7585;205.261;249.323;99.4649;108.836;
421;98.2169;204.412;249.173;100.123;109.616;
422;99.7601;203.323;248.811;100.137;109.643;
423;100.006;202.573;248.194;100.028;109.783;
424;99.7276;201.773;247.847;99.6462;110.011;
425;98.5612;200.896;247.282;99.3726;109.966;
426;98.7405;200.255;246.946;99.4604;110.598;
427;98.2749;199.763;246.668;99.5629;110.679;
428;98.5962;199.464;246.175;99.625;110.783;
429;98.5479;199.091;245.233;99.5829;110.86;
430;98.8645;198.626;244.587;98.8674;111.335;
431;97.4361;198.323;243.353;98.995;111.078;
432;98.8671;197.9;242.634;99.0554;111.062;
433;98.5703;198.469;239.736;99.7649;110.722;
434;97.0885;200.415;235.09;98.9755;110.152;
435;97.5294;201.144;233.822;97.4383;109.996;
436;98.2254;201.592;233.416;97.5508;110.065;
437;98.0895;201.445;232.901;97.4299;109.621;
438;97.5152;201.257;232.206;97.2318;109.894;
439;98.0159;200.989;231.809;97.0415;110.538;
440;98.7318;200.897;231.376;97.0322;110.512;
441;97.347;200.733;231.125;96.9258;110.488;
442;97.192;200.358;230.825;96.8208;110.504;
443;96.5776;199.826;230.44;96.7671;111.17;
444;97.122;199.629;230.513;96.3109;111.47;
445;97.5278;199.384;230.485;96.9365;111.423;
446;96.9687;199.047;230.421;96.706;111.521;
447;96.9002;198.831;230.766;97.144;111.618;
448;97.2927;198.622;230.757;97.1514;111.988;
449;97.3007;198.705;230.71;96.903;111.594;
450;96.6408;198.505;230.839;97.1464;111.838;
451;97.0848;198.187;231.249;96.9736;112.21;
452;97.8862;198.308;231.665;97.2026;111.799;
453;96.8454;198.053;232.21;97.7172;111.56;
454;96.6747;197.95;232.59;97.755;111.53;
455;96.0843;197.734;233.219;97.7802;111.877;
456;98.1171;196.684;235.851;97.9669;111.782;
457;94.0936;193.531;242.219;99.9016;112.425;
458;95.2174;192.539;245.905;101.725;112.179;
459;96.2673;191.779;247.503;101.776;112.154;
460;93.5265;191.445;248.495;101.588;112.192;
461;93.7422;191.298;249.637;101.52;112.506;
462;93.9225;191.16;250.41;101.791;112.479;
463;93.7778;190.931;251.169;101.672;112.26;
464;92.6625;190.994;251.924;101.692;112.345;
465;93.0239;190.81;252.617;101.996;112.243;
466;91.9646;190.643;253.485;102.86;112.047;
467;90.7904;190.486;254.271;102.486;112.357;
468;92.2192;190.311;255.159;102.705;112.039;
469;91.6302;190.009;256.103;102.982;111.78;
470;89.1959;189.838;257.062;103.445;112.101;
471;88.9538;189.624;258.014;103.504;111.828;
472;89.425;189.39;258.834;103.686;112.074;
473;89.415;189.284;259.431;103.752;111.855;
474;88.4928;189.129;260.12;103.812;111.525;
475;87.941;188.828;260.881;103.847;111.734;
476;86.4661;188.738;261.514;103.833;111.815;
477;86.4321;188.419;262.333;103.616;111.686;
478;86.0352;188.042;262.949;103.476;111.895;
479;84.9739;188.035;263.541;103.501;112.11;
480;87.352;187.554;264.846;103.144;111.606;
481;87.9331;187.154;265.678;103.038;111.62;
482;88.9651;186.781;266.628;103.249;112.012;
483;88.7771;186.823;267.348;103.335;111.535;
484;87.3373;186.409;268.194;103.654;112.311;
485;87.5627;186.369;268.411;103.27;112.006;
486;86.4738;184.695;270.566;103.489;112.101;
487;83.5401;182.083;274.404;104.746;112.648;
488;82.8469;181.086;276.2;105.839;112.676;
489;83.9372;180.817;277.222;105.4;112.401;
490;83.4454;180.77;278.13;105.536;112.28;
491;81.4309;180.736;278.803;106.283;112.168;
492;81.499;180.5;279.213;106.141;112.277;
493;84.0861;180.528;279.482;106.418;112.254;
494;85.4174;180.391;279.613;106.582;112.223;
495;85.4491;180.179;280.563;106.969;112.057;
496;83.758;180.358;280.76;106.879;111.937;
497;86.2589;180.107;281.15;106.851;112.14;
498;85.2589;179.884;281.244;107.117;112.23;
499;85.1124;179.865;281.124;107.269;112.299;
500;85.3184;179.988;280.945;107.093;112.455;
501;86.2938;180.153;280.989;107.375;112.731;
502;83.9875;180.415;281.272;107.362;112.427;
503;83.2701;180.607;281.206;107.385;112.631;
504;83.2127;180.76;281.354;107.767;112.862;
505;83.1417;181;281.288;107.829;113.233;
506;82.3491;181.548;281.53;108.266;113.288;
507;84.0896;181.902;281.173;108.307;113.837;
508;82.2303;182.45;281.418;108.36;113.446;
509;80.7315;182.981;281.426;108.712;113.666;
510;79.1364;183.529;281.6;108.806;113.723;
511;77.2337;184.363;281.739;108.989;113.854;
512;73.7395;185.085;281.669;109.229;114.07;
513;72.0745;186.432;281.884;109.198;114.301;
514;69.9445;187.327;281.977;109.313;114.725;
515;74.1348;188.427;281.935;109.365;114.921;
516;73.0132;190.008;282.004;109.406;114.874;
517;73.1555;191.409;281.932;109.306;114.469;
518;79.2432;192.505;281.986;110.458;114.646;
519;77.5946;193.755;282.234;110.38;114.647;
520;81.2885;194.714;282.14;110.387;114.723;
521;84.7105;195.838;282.227;110.555;115.422;
522;86.3845;196.827;282.575;110.996;115.302;
523;88.2996;197.783;282.644;111.107;115.4;
524;89.6552;198.639;282.7;111.369;115.468;
525;93.3668;200.963;282.887;111.624;115.196;
526;95.8195;201.959;283.206;111.498;115.693;
527;100.087;203.394;283.45;111.636;116.348;
528;100.99;204.682;283.674;111.75;116.142;
529;103.358;205.59;283.374;111.735;116.138;
530;102.446;208.074;283.57;111.819;115.824;
531;101.428;209.1;283.658;111.836;115.654;
532;104.264;210.914;283.538;112.144;115.82;
533;100.609;212.172;283.915;111.854;115.632;
534;104.282;213.902;284.053;111.879;115.095;
535;99.9495;215.495;284.089;111.735;114.735;
536;109.882;217.299;284.234;111.171;113.854;
537;113.283;218.974;284.226;110.934;113.896;
538;106.834;220.554;284.245;111.002;114.302;
539;104.742;222.349;284.499;110.908;114.07;
540;106.116;224.461;285.03;110.731;114.854;
541;113.264;226.166;285.456;111.058;114.709;
542;118.839;227.787;285.602;111.673;114.75;
543;121.941;229.797;285.675;111.546;114.848;
544;124.052;231.598;285.777;111.357;114.441;
545;116.229;233.634;286.155;111.674;115.275;
546;117.255;235.866;286.787;112.006;115.057;
547;125.628;237.658;287.549;112.072;115.212;
548;130.886;239.317;288.017;111.338;114.63;
549;134.187;241.118;288.5;111.106;114.781;
550;136.85;242.857;288.649;111.195;114.322;
551;141.452;245.02;288.69;110.663;114.473;
552;140.526;247.103;288.577;110.005;114.455;
553;137.978;248.903;288.836;109.482;114.463;
554;142.539;252.494;289.386;109.036;113.849;
555;151.06;254.676;289.596;108.88;113.262;
556;155.209;256.648;289.939;109.297;113.854;
557;158.793;258.566;289.85;108.95;114.022;
558;156.03;260.635;290.332;109.447;114.079;
559;156.139;262.336;290.442;108.993;114.044;
560;153.1;264.296;290.605;108.228;114.099;
561;158.086;266.161;290.744;107.338;113.534;
562;160.402;270.066;290.705;105.877;113.012;
563;159.703;272.602;290.917;105.414;112.542;
564;158.488;274.765;291.381;104.968;113.096;
565;157.788;276.953;291.826;104.013;113.063;
566;160.894;279.003;292.464;104.019;113.691;
567;162.898;281.198;293.364;103.982;113.686;
568;163.178;282.745;293.584;103.565;113.837;
569;164.583;284.835;294.203;103.679;114.093;
570;162.68;291.348;296.761;103.033;113.419;
571;160.25;296.548;298.495;100.268;113.517;
